Main_Atlas_Number,Main_Display_Name,Main_X,Main_Y,Location_X,Location_Y,Location_Longitude,Location_Latitude,Density,Density_trans,Location_Current_County,Location_Historic_County,Location_Current_Parish
52,"Caer-Din Ring, Shropshire (Caer Din Ring)",324072,285048,-347194,6883375,-3.11889626898094,52.4580542222406,1.759872430386584e-12,-3.802342889885875,Shropshire,Shropshire,Clun
53,"Calcot Camp, Shropshire",327415,295956,-341983,6901390,-3.07208900312957,52.5565562167761,1.675805029408612e-12,-3.8023825243285816,Shropshire,Shropshire,Chirbury with Brompton
54,"Callow Hill Camp, Shropshire",338443,304828,-324062,6916255,-2.91110065713292,52.6376661808484,1.5115828915978305e-12,-3.8024643867104797,Shropshire,Shropshire,Minsterley
55,"Castle Idris, Shropshire (Garn Bank)",324024,282426,-347206,6879069,-3.11900512233549,52.4344797468434,1.7720782058446294e-12,-3.8023372521097225,Shropshire,Shropshire,Clun
56,"Castle Ring, Gorsty Bank, Shropshire (Gorsty Bank)",331506,300620,-335375,6909167,-3.0127219484215,52.5990099761795,1.6109221187074882e-12,-3.802414128659382,Shropshire,Shropshire,Worthen with Shelve
57,"Castle Ring, Horderley, Shropshire",340125,286878,-320934,6886746,-2.88300278426528,52.4765029631698,1.606238885543452e-12,-3.8024164459233667,Shropshire,Shropshire,Edgton
58,"Castle Hill, Oak Hill, Shropshire (Oak Hill)",337196,301092,-326034,6910071,-2.92881438440519,52.6039411139019,1.5518435124844126e-12,-3.8024437327556573,Shropshire,Shropshire,Worthen with Shelve
59,"Castle Ring, Stitt Hill, Shropshire",340479,297794,-320572,6904707,-2.87974976633088,52.5746658437774,1.5377606523930625e-12,-3.8024509119419365,Shropshire,Shropshire,Ratlinghope
60,"Caus Castle, Shropshire",333700,307800,-331930,6921054,-2.98177750126806,52.6638205838787,1.5376039544414666e-12,-3.802450992095859,Shropshire,Shropshire,Westbury
61,"Caynham Camp, Shropshire",354509,273723,-297161,6865415,-2.66944645795988,52.3596355030808,1.4908633896330592e-12,-3.8024751743894254,Shropshire,Shropshire,Caynham
62,"Chesterton Walls, Shropshire",378662,296702,-257845,6903430,-2.31625905007806,52.5676942878918,1.0387564294028575e-12,-3.8027441106817395,Shropshire,Shropshire,Worfield
63,"Clee Burf, Shropshire",359329,284338,-289427,6882898,-2.59996516636499,52.4554415540087,1.3727482416498294e-12,-3.802538878249931,Shropshire,Shropshire,Wheathill
64,"Coed y Gaer, Oswestry, Shropshire",323243,328983,-349692,6955822,-3.1413333613733,52.8528306760212,1.422996799061048e-12,-3.8025113020031287,Shropshire,Shropshire,Oswestry Rural
65,"Colstey Bank, Shropshire",330475,284096,-336684,6881968,-3.02447976002009,52.450350697019,1.7160737284755408e-12,-3.802363360683668,Shropshire,Shropshire,Clun
66,"Earl's Hill, Shropshire (Earl's Hill Camp)",340889,304836,-320039,6916318,-2.87496113680875,52.6380104891813,1.4840177768703177e-12,-3.8024787628660848,Shropshire,Shropshire,Pontesbury
67,"Ebury Hill, Shropshire (Ebury)",354615,316446,-297640,6935729,-2.67374661596983,52.7436992082292,1.2200425880445318e-12,-3.8026275301319834,Shropshire,Shropshire,Uffington
68,"Fron Camp, Shropshire (The Vron)",324989,282677,-345633,6879506,-3.10486980165817,52.4368693149162,1.7645735550763562e-12,-3.8023407150609705,Shropshire,Shropshire,Clun
69,"Haughmond Hill Camp, Shropshire (Haughmond Castle; Castle Earthwork)",353732,313785,-299054,6931318,-2.68644985589595,52.7197041631399,1.2528334751204293e-12,-3.802607831262752,Shropshire,Shropshire,Uffington
70,"Knowle, Shropshire",359862,273883,-288414,6865754,-2.59086463066564,52.3614929899905,1.4197907304503207e-12,-3.8025130398521174,Shropshire,Shropshire,Hope Bagot
71,"Llanymynech Hill, Powys",326479,322138,-344171,6944572,-3.09174368160869,52.7917600600702,1.4716214087412973e-12,-3.8024852922324244,Powys,Montgomeryshire,Carreghofa
73,"Nordy Bank, Shropshire",357581,284711,-292295,6883486,-2.62573512164917,52.4586614248432,1.394642947297274e-12,-3.8025267725418614,Shropshire,Shropshire,Clee St Margaret
74,"Norton Camp, Shropshire",344754,281945,-313257,6878735,-2.81403789100809,52.4326478860395,1.5766914369324948e-12,-3.8024311820172483,Shropshire,Shropshire,Culmington
75,"Old Oswestry, Shropshire",329569,331017,-339285,6959352,-3.04784725911181,52.8719781260674,1.360670237589793e-12,-3.802545617274195,Shropshire,Shropshire,Selattyn and Gobowen
76,"Nesscliffe Hill Camp, Shropshire (Oliver's Point)",338660,319796,-324017,6940978,-2.91069106039764,52.7722331639846,1.3866071802226743e-12,-3.802531199179833,Shropshire,Shropshire,Great Ness
77,"Pave Lane, Shropshire",375639,316456,-262973,6935996,-2.36232401555228,52.7451492138032,9.435276549378413e-13,-3.802811478739189,Shropshire,Shropshire,Chetwynd Aston
78,"Pontesford Hill Camp, Shropshire (Pontesbury)",340869,305575,-320087,6917537,-2.8753892639917,52.6446510639506,1.4787824420579698e-12,-3.8024815154775187,Shropshire,Shropshire,Pontesbury
79,"Radnor Wood, Shropshire",332029,281757,-334085,6878164,-3.00114023266972,52.4295216521912,1.713046851291993e-12,-3.802364789564824,Shropshire,Shropshire,Clunbury
80,"Ratlinghope Hill Camp, Shropshire (Ratlinghope Hill; Stitt Hill)",340644,297315,-320292,6903922,-2.87722936223989,52.570378200164,1.5389905222062904e-12,-3.8024502830496067,Shropshire,Shropshire,Ratlinghope
81,"Robury Ring, Shropshire",339798,293222,-321598,6897169,-2.88896645868805,52.5334933042544,1.5742579498288995e-12,-3.8024324047082945,Shropshire,Shropshire,Wentnor
82,"Roveries House, Shropshire (The Roveries (Lower))",332295,292711,-333898,6896167,-2.99945743212272,52.5280177997599,1.6544561537056756e-12,-3.802392822165742,Shropshire,Shropshire,Lydham
83,"Roveries Hill Camp, Shropshire (The Roveries (Upper))",332538,292487,-333494,6895804,-2.99583050033277,52.5260345169265,1.653525712004725e-12,-3.8023932731958117,Shropshire,Shropshire,Lydham
84,"The Berth, Shropshire",343022,323686,-316895,6947502,-2.84671984521104,52.807677801886,1.3036597812652336e-12,-3.8025780358165706,Shropshire,Shropshire,Baschurch
85,"The Burgs, Shropshire (The Buries; Bayston Hill)",348947,308755,-306853,6922934,-2.756503696822,52.6740581409183,1.3550649106481131e-12,-3.8025487598038894,Shropshire,Shropshire,Bayston Hill
86,"The Ditches, Mogg Forest, Shropshire (Larden Ditches; Mogg Ditches; The Rings; Wynbury Castle; Larden Castle)",356265,294244,-294591,6899138,-2.64635750757317,52.5442546740346,1.356255360009971e-12,-3.802548091598608,Shropshire,Shropshire,Rushbury
87,"Upper Knuck Camp, Shropshire (The Knuck)",325626,286200,-344677,6885306,-3.09628736301069,52.4686231009814,1.7437886795566918e-12,-3.8023503630650457,Shropshire,Shropshire,Mainstone
88,"The Lawley (North End), Shropshire (The Lawley (Lower))",350290,298634,-304472,6906271,-2.73511677092938,52.5832037992466,1.4093997564220032e-12,-3.8025186922361525,Shropshire,Shropshire,Longnor
89,"The Lawley (Summit), Shropshire (The Lawley (Upper))",349432,297411,-305861,6904243,-2.74759185134974,52.5721306969456,1.4288737689185529e-12,-3.8025081238734586,Shropshire,Shropshire,Longnor
90,"The Wrekin, Shropshire",363048,308337,-283633,6922454,-2.54791986721106,52.6714480551404,1.165982958352557e-12,-3.802660875804344,Shropshire,Shropshire,Little Wenlock
91,"Titterstone Clee, Shropshire",359516,277973,-289034,6872454,-2.59644057873706,52.3982358030743,1.4042110355999531e-12,-3.8025215262550693,Shropshire,Shropshire,Bitterley
92,"Wall Camp, Kynnersley, Shropshire (The Wall; Kinnersley Wall)",368097,317789,-275424,6938127,-2.47417491615622,52.7567382390836,1.0293162612695512e-12,-3.802750580448132,Shropshire,Shropshire,Kynnersley
93,"Walton Camp, Shropshire",330055,305729,-337880,6917554,-3.03522438606426,52.6447469309487,1.5863299064576677e-12,-3.802426352849722,Shropshire,Shropshire,Worthen with Shelve
94,"Wart Hill, Shropshire",340071,284775,-320981,6883291,-2.88341917675567,52.4575929629528,1.617591772688794e-12,-3.8024108370719905,Shropshire,Shropshire,Hopesay
95,"Grimsbury Castle, West Berkshire (Grimsbury Camp)",451094,172216,-140950,6700673,-1.26617882003926,51.4465830741656,9.605049693718062e-13,-3.802799112344061,West Berkshire,Berkshire,Hermitage
96,"Bussock Camp, West Berkshire (Bussock Wood Camp)",446720,172433,-147953,6701088,-1.32908602389098,51.4489111659389,9.92199937698723e-13,-3.8027764502549837,West Berkshire,Berkshire,Chieveley
97,"Walbury Camp, West Berkshire",437408,161800,-162994,6684152,-1.46420099785299,51.3539957238228,1.0385666731240168e-12,-3.802744240302385,West Berkshire,Berkshire,Combe
98,"Ramsbury, West Berkshire (Ramsbury Corner)",452469,169532,-138792,6696341,-1.24679173441195,51.4223258048981,9.467378330132651e-13,-3.8028091279182434,West Berkshire,Berkshire,Thatcham
99,"Membury Camp, Wiltshire (Membury Fort)",430214,175285,-174367,6705870,-1.56636238323987,51.4756733248911,1.1107363440253262e-12,-3.8026961529128993,Wiltshire,Wiltshire,Ramsbury
100,"Eston Nab, North Yorkshire",456759,518267,-125108,7276260,-1.12386761211774,54.5564812239929,2.604387606754377e-13,-3.80356703939601,North Yorkshire,Yorkshire,Guisborough
101,"Perborough Castle, West Berkshire (Compton Castle)",452052,177966,-139322,6709896,-1.25154920137686,51.4981938089108,9.594352666609157e-13,-3.802799886745358,West Berkshire,Berkshire,Compton
102,"Caesar's Camp, Bracknell Forest",486376,165774,-84620,6689573,-0.760150174933369,51.3843954580731,7.155842968954168e-13,-3.802995998004192,Bracknell Forest,Berkshire,Easthampstead
103,"Allen Knott, Cumbria",341445,501054,-323217,7246580,-2.90350796609581,54.4015783937987,7.225508508781013e-13,-3.8029897572766727,Cumbria,Westmorland,Windermere
104,"Barrock Fell, Cumbria (Barrock Tell)",346450,547560,-315583,7327016,-2.83492887769361,54.8200323052187,1.6535239402948442e-12,-3.802393274054824,Cumbria,Cumberland,Hesket
105,"Humbledon Hill, Tyne and Wear (Homeldon; Hamdon; Hamylden; Hamildon; Humbledon Bank)",437980,555220,-156895,7340606,-1.40941143623592,54.890305191072,6.850454220917399e-13,-3.803023895982826,Tyne and Wear,County Durham,Sunderland
106,"Carrock Fell, Cumbria",334275,533641,-336321,7302609,-3.0212266549491,54.6935153829141,1.3294956026870724e-12,-3.802563217596904,Cumbria,Cumberland,Caldbeck
107,"Castle Crag, Bampton, Cumbria",346925,512775,-314055,7266864,-2.82120776121066,54.5075080041564,8.834706492276945e-13,-3.802856586739567,Cumbria,Westmorland,Bampton
108,"Castle Crag, Borrowdale, Cumbria",324930,515980,-351954,7271854,-3.16165248863379,54.5335220409577,9.93119352669304e-13,-3.8027758008831856,Cumbria,Cumberland,Borrowdale
109,"Castle How, Peel Wyke, Cumbria",320173,530827,-360585,7297348,-3.23919391681036,54.6661917609058,1.2902753161443245e-12,-3.8025857978061195,Cumbria,Cumberland,Wythop
110,"Castle Howe, Little Langdale, Cumbria",329726,503282,-343368,7250126,-3.08452688521235,54.4201130849922,7.795483500632735e-13,-3.8029402952666387,Cumbria,Cumberland,Lakes
111,"Castlesteads, The Helm, Cumbria (Castle Steeds)",353078,488749,-303055,7225692,-2.72238517657961,54.2922058829881,5.643323349012576e-13,-3.8031440910065633,Cumbria,Westmorland,Natland and Stainton
112,"Castlesteads, Lowther Park, Cumbria",351857,525187,-305804,7288374,-2.74708123995908,54.6195383241299,1.1012032778445603e-12,-3.8027023703153513,Cumbria,Westmorland,Yanwath and Eamont Bridge
113,"Shoulthwaite Gill, Cumbria (Castle Crag, Shoulthwaite)",329989,518844,-343328,7276932,-3.08416833703972,54.5599817059899,1.0332329259449356e-12,-3.8027478908962102,Cumbria,Cumberland,St John's Castlerigg and Wythburn
114,"Castle Head, Cumbria (Atterpile Castle)",342120,479750,-321599,7210069,-2.88897638507194,54.2102118088491,5.076794097949073e-13,-3.803207152721327,Cumbria,Westmorland,Grange-over -Sands
115,"Maiden Castle, County Durham",428297,541697,-173846,7317244,-1.56168333111443,54.7694230188183,7.267546685387157e-13,-3.802986012874801,County Durham,County Durham,Durham
116,"Skelmore Heads, Cumbria (Great Urswick Fort)",327438,475172,-346532,7201886,-3.11294828183799,54.167203690021,4.978476553610564e-13,-3.8032186190152033,Cumbria,Lancashire,Urswick
117,"Swarthy Hill, Cumbria",306920,540289,-383789,7313289,-3.44763239092349,54.7489221678697,1.4828462789261194e-12,-3.8024793781886665,Cumbria,Cumberland,Crosscanonby
118,"Shackleton Beacon Hill, County Durham",422943,523298,-183270,7285454,-1.64634216698264,54.6043500358473,6.086487957132519e-13,-3.803097941958532,County Durham,County Durham,Heighington
119,"Tilberthwaite, Cumbria",330810,501050,-341451,7246318,-3.06730314940167,54.4002059061146,7.463289213828517e-13,-3.80296878510284,Cumbria,Cumberland,Coniston
120,"Dunmallard, Cumbria (Dunmallet, Dunmalloght,  Dunmallock)",346770,524638,-314561,7287327,-2.82575251699776,54.6140934040601,1.1037649061577406e-12,-3.802700695752035,Cumbria,Westmorland,Dacre
121,"Scarside Plantation, Cumbria",353006,519291,-303718,7278215,-2.72834285834114,54.5666640367445,9.823836339299826e-13,-3.802783411199098,Cumbria,Westmorland,Bampton
122,"Kemp's Walk, Meikle Larbrax, Dumfries & Galloway (Kemp's Wark)",197540,559830,-574249,7340954,-5.15856672275307,54.8921052807877,7.269305676599381e-13,-3.802985856547295,Dumfries & Galloway,Wigtownshire,Leswalt
123,"Dunskey Golf Course, Dumfries & Galloway (Portpatrick Post Office Radio Station; Fort Cottage)",199440,554440,-570539,7331746,-5.12524172931695,54.8445060648793,7.258752753678974e-13,-3.8029867948398812,Dumfries & Galloway,Wigtownshire,Portpatrick
124,"Dounan Nose, Dally, Dumfries & Galloway",196730,568740,-576354,7356380,-5.17747791507887,54.971722778029,7.475344277867527e-13,-3.802967735047281,Dumfries & Galloway,Wigtownshire,Kirkcolm
125,"Croglam Castle, Cumbria",376854,507700,-262558,7258556,-2.35859760342943,54.464154832143,7.286381417575049e-13,-3.8029843404158608,Cumbria,Westmorland,Kirkby Stephen
127,"High Auchneel, Dumfries & Galloway",196090,565370,-577199,7350467,-5.18506552434641,54.9412239870284,7.320192051966614e-13,-3.8029813461274653,Dumfries & Galloway,Wigtownshire,Leswalt
128,"Portobello, Dumfries & Galloway (Mains of Cairnbrock)",196090,566410,-577281,7352276,-5.18580407156229,54.9505554141326,7.352216722772e-13,-3.8029785193925263,Dumfries & Galloway,Wigtownshire,Kirkcolm
129,"Mare Rock, Dumfries & Galloway (High Auchneel)",195990,565100,-577351,7349990,-5.18643232093265,54.9387605247447,7.303405769838891e-13,-3.802982831452502,Dumfries & Galloway,Wigtownshire,Leswalt
130,"Juniper Face, Dumfries & Galloway (High Auchneel)",196010,565000,-577308,7349818,-5.1860496188587,54.9378714478521,7.302005964875367e-13,-3.8029829554271286,Dumfries & Galloway,Wigtownshire,Leswalt
131,"Mare Rock, Dumfries & Galloway (High Auchneel)",196070,565070,-577210,7349944,-5.18516425189108,54.9385240518993,7.309207228409146e-13,-3.8029823178292643,Dumfries & Galloway,Wigtownshire,Leswalt
132,"Fort Point, Larbrax Moor, Dumfries & Galloway (Salt Pans Bay, Galdenoch)",196390,561570,-576379,7343886,-5.17769884763815,54.907250576769,7.225858430912181e-13,-3.8029897260423935,Dumfries & Galloway,Wigtownshire,Leswalt
133,"Dunskirloch, Dumfries & Galloway",198230,572730,-574063,7363445,-5.15689265472896,55.0081335098127,7.710334350166652e-13,-3.802947511238131,Dumfries & Galloway,Wigtownshire,Kirkcolm
134,"Cassington Ring, Oxfordshire (Cassington Mill Big Ring)",444890,210050,-150349,6761752,-1.3506093841123,51.7872693411152,9.775469978461484e-13,-3.802786859829174,Oxfordshire,Oxfordshire,Cassington
135,"Tadmarton Camp, Oxfordshire (Tadmarton Heath Camp)",438795,235665,-159865,6803384,-1.43609257966226,52.0180182610738,9.221817637785171e-13,-3.8028272622315162,Oxfordshire,Oxfordshire,Tadmarton
136,"Madmarston Hill Camp, Oxfordshire (Madmarston Camp)",438750,238850,-159898,6808566,-1.43638837871563,52.0466558060249,9.075245389296855e-13,-3.802838256673131,Oxfordshire,Oxfordshire,Swalcliffe
137,"Alfred's Castle, Oxfordshire",427735,182235,-178279,6717069,-1.60151135196148,51.5382902542229,1.131041119343885e-12,-3.802683040265035,Oxfordshire,Berkshire,Ashbury
138,"Castle Grove Camp, Oxfordshire (Wyfold Castle)",468300,181000,-113204,6714466,-1.01692660641276,51.5237434671079,8.489746304425168e-13,-3.8028835274725963,Oxfordshire,Oxfordshire,Checkendon
139,"Bozedown Camp, Oxfordshire (Binditch)",464350,178250,-119597,6710127,-1.07435528897717,51.4994829501012,8.73510241131189e-13,-3.8028642847981797,Oxfordshire,Berkshire,Whitchurch-on-Thames
140,"Blewburton Hill, Oxfordshire",454750,186250,-134852,6723179,-1.21139969864242,51.5724187037372,9.428435557183598e-13,-3.8028119804685927,Oxfordshire,Berkshire,Aston Upthorpe
141,"Little Coxwell Camp, Oxfordshire (Lower Coxwell Camp; Onetree Hill)",428850,192850,-176393,6734159,-1.58456558364583,51.6336770039068,1.118501044992903e-12,-3.8026911178318907,Oxfordshire,Berkshire,Little Coxwell
142,"Sinodun Hill Camp, Oxfordshire (Castle Hill)",456950,192550,-131205,6733292,-1.17863713321916,51.628841727063,9.25138781285192e-13,-3.8028250598014037,Oxfordshire,Berkshire,Little Wittenham
143,"Cherbury Camp, Oxfordshire",437450,196350,-162519,6739714,-1.45993743810602,51.6646402472627,1.0556842440517483e-12,-3.802732617043635,Oxfordshire,Berkshire,Charney Bassett
144,"Badbury Camp, Oxfordshire",426150,194650,-180721,6737085,-1.62344233262447,51.6499927608388,1.1343609448571844e-12,-3.8026809128919576,Oxfordshire,Berkshire,Great Coxwell
